Year,Crop,Area,Production,Yield,Province,temperature_2m_max,temperature_2m_min,temperature_2m_mean,Combined_temperature_normalized,precipitation_sum,precipitation_sum_normalized,shortwave_radiation,shortwave_radiation_normalized,fao_evapotranspiration,fao_evapotranspiration_normalized,precipitation_hours,precipitation_hours_normalized,Climate_Index
2016,apple,0.94,3.55,94.07,Punjab,33.64,20.96,26.93,0.66,7.9,0.04,17.78,0.44,4.26,0.4,12,0.05,0.38
2016,apple,0.94,3.55,94.07,Punjab,27.74,14.33,20.62,0.42,0.8,0.0,14.58,0.27,3.18,0.24,3,0.01,0.23
2016,apple,0.94,3.55,94.07,Punjab,23.81,10.63,16.72,0.26,0.0,0.0,12.87,0.17,2.45,0.14,0,0.0,0.14
2017,apple,0.99,3.6,91.05,Punjab,18.0,7.71,12.26,0.09,25.9,0.12,11.2,0.08,1.84,0.05,65,0.27,0.08
2017,apple,0.99,3.6,91.05,Punjab,23.45,10.02,16.49,0.25,4.8,0.02,16.92,0.4,3.32,0.26,16,0.07,0.23
2017,apple,0.99,3.6,91.05,Punjab,27.81,14.82,20.99,0.43,16.6,0.08,20.15,0.58,4.46,0.43,42,0.17,0.38
2017,apple,0.99,3.6,91.05,Punjab,36.49,21.06,28.61,0.72,18.4,0.08,24.84,0.84,6.94,0.78,22,0.09,0.6
2017,apple,0.99,3.6,91.05,Punjab,39.69,25.32,32.35,0.87,11.3,0.05,24.86,0.84,7.37,0.85,17,0.07,0.65
2017,apple,0.99,3.6,91.05,Punjab,37.85,26.62,32.01,0.86,92.7,0.42,24.77,0.83,6.59,0.73,62,0.26,0.71
2017,apple,0.99,3.6,91.05,Punjab,37.46,28.77,32.74,0.89,48.3,0.22,20.45,0.59,5.62,0.59,88,0.36,0.57
2017,apple,0.99,3.6,91.05,Punjab,38.11,28.79,32.99,0.9,83.7,0.38,19.54,0.54,5.62,0.59,79,0.33,0.6
2017,apple,0.99,3.6,91.05,Punjab,35.36,24.75,29.7,0.77,30.5,0.14,18.71,0.49,4.69,0.46,45,0.19,0.46
2017,apple,0.99,3.6,91.05,Punjab,34.27,20.81,26.84,0.67,0.7,0.0,16.55,0.38,4.42,0.42,2,0.01,0.37
2017,apple,0.99,3.6,91.05,Punjab,24.92,12.87,18.37,0.33,7.4,0.03,12.21,0.13,2.42,0.14,11,0.05,0.16
2017,apple,0.99,3.6,91.05,Punjab,21.53,7.83,13.8,0.16,12.3,0.06,10.85,0.06,2.14,0.09,22,0.09,0.09
2018,apple,0.94,3.59,95.33,Punjab,21.12,6.45,13.08,0.13,0.2,0.0,12.38,0.14,2.34,0.12,2,0.01,0.1
2018,apple,0.94,3.59,95.33,Punjab,23.64,10.35,16.4,0.25,14.3,0.07,14.6,0.27,3.05,0.23,36,0.15,0.2
2018,apple,0.94,3.59,95.33,Punjab,29.77,15.85,22.34,0.48,12.2,0.06,19.11,0.52,4.49,0.43,32,0.13,0.37
2018,apple,0.94,3.59,95.33,Punjab,35.1,21.12,27.72,0.69,28.3,0.13,21.94,0.67,6.15,0.67,39,0.16,0.54
2018,apple,0.94,3.59,95.33,Punjab,39.01,24.7,31.59,0.84,15.7,0.07,22.68,0.72,7.19,0.82,26,0.11,0.61
2018,apple,0.94,3.59,95.33,Punjab,38.4,28.0,32.96,0.9,54.3,0.25,20.89,0.62,6.11,0.67,57,0.23,0.61
2018,apple,0.94,3.59,95.33,Punjab,36.27,28.01,31.88,0.85,77.4,0.35,19.39,0.53,5.04,0.51,119,0.49,0.56
2018,apple,0.94,3.59,95.33,Punjab,37.32,28.79,32.67,0.89,26.5,0.12,19.9,0.56,5.5,0.58,59,0.24,0.54
2018,apple,0.94,3.59,95.33,Punjab,35.85,25.75,30.41,0.8,7.7,0.04,18.92,0.51,5.02,0.51,16,0.07,0.46
2018,apple,0.94,3.59,95.33,Punjab,32.14,19.05,25.2,0.6,0.0,0.0,16.37,0.37,4.24,0.4,0,0.0,0.34
2018,apple,0.94,3.59,95.33,Punjab,26.41,13.43,19.23,0.37,2.0,0.01,12.36,0.14,2.93,0.21,3,0.01,0.18
2018,apple,0.94,3.59,95.33,Punjab,20.77,7.32,13.19,0.13,2.8,0.01,11.15,0.08,2.0,0.07,12,0.05,0.07
2019,apple,2.22,3.5,39.34,Punjab,17.87,6.42,11.62,0.06,31.8,0.14,10.53,0.04,1.83,0.05,87,0.36,0.07
2019,apple,2.22,3.5,39.34,Punjab,19.45,8.26,13.25,0.13,37.9,0.17,13.56,0.21,2.36,0.13,65,0.27,0.16
2019,apple,2.22,3.5,39.34,Punjab,24.5,12.67,18.26,0.32,33.4,0.15,17.49,0.43,3.68,0.32,73,0.3,0.3
2019,apple,2.22,3.5,39.34,Punjab,34.08,20.32,26.76,0.66,36.9,0.17,21.23,0.64,5.52,0.58,36,0.15,0.51
2019,apple,2.22,3.5,39.34,Punjab,37.09,23.52,30.27,0.79,13.5,0.06,22.57,0.71,6.35,0.7,11,0.05,0.56
2019,apple,2.22,3.5,39.34,Punjab,39.73,27.45,33.42,0.91,37.2,0.17,21.69,0.66,6.63,0.74,33,0.14,0.62
2019,apple,2.22,3.5,39.34,Punjab,37.45,28.53,32.77,0.89,81.8,0.37,19.95,0.56,5.52,0.58,105,0.43,0.6
2019,apple,2.22,3.5,39.34,Punjab,37.19,28.32,32.33,0.88,85.3,0.39,18.71,0.5,5.05,0.51,100,0.41,0.57
2019,apple,2.22,3.5,39.34,Punjab,37.13,27.78,31.98,0.86,47.8,0.22,18.31,0.47,5.1,0.52,43,0.18,0.52
2019,apple,2.22,3.5,39.34,Punjab,31.33,19.96,24.99,0.59,42.3,0.19,15.12,0.3,3.61,0.31,24,0.1,0.35
2019,apple,2.22,3.5,39.34,Punjab,24.93,13.72,18.71,0.35,6.0,0.03,10.97,0.07,2.39,0.13,18,0.07,0.14
2019,apple,2.22,3.5,39.34,Punjab,18.9,7.18,12.09,0.09,7.2,0.03,9.87,0.0,1.71,0.03,17,0.07,0.04
2020,apple,0.0,0.0,0.0,Punjab,16.36,6.19,10.73,0.03,45.0,0.2,9.79,0.0,1.59,0.02,97,0.4,0.06
2020,apple,0.0,0.0,0.0,Punjab,22.64,9.58,15.62,0.22,32.5,0.15,14.66,0.27,2.91,0.21,33,0.14,0.21
2020,apple,0.0,0.0,0.0,Punjab,23.08,13.68,17.99,0.31,168.9,0.77,15.53,0.32,2.92,0.21,152,0.63,0.4
2020,apple,0.0,0.0,0.0,Punjab,32.0,19.29,25.5,0.6,10.5,0.05,21.37,0.64,5.31,0.55,25,0.1,0.46
2020,apple,0.0,0.0,0.0,Punjab,36.89,23.92,30.31,0.79,27.2,0.12,22.43,0.7,6.44,0.71,25,0.1,0.58
2020,apple,0.0,0.0,0.0,Punjab,39.3,28.32,33.8,0.92,28.6,0.13,21.29,0.64,6.49,0.72,28,0.12,0.6
2020,apple,0.0,0.0,0.0,Punjab,38.07,28.69,33.32,0.91,34.7,0.16,21.15,0.63,5.95,0.64,34,0.14,0.59
2020,apple,0.0,0.0,0.0,Punjab,36.87,28.87,32.52,0.88,106.0,0.48,18.08,0.46,5.12,0.52,133,0.55,0.58
2020,apple,0.0,0.0,0.0,Punjab,35.7,25.55,30.27,0.79,36.3,0.17,18.09,0.46,4.56,0.44,76,0.31,0.46
2020,apple,0.0,0.0,0.0,Punjab,34.86,19.08,26.41,0.65,0.0,0.0,16.96,0.4,4.87,0.49,0,0.0,0.38
2020,apple,0.0,0.0,0.0,Punjab,26.15,12.33,18.71,0.34,8.0,0.04,12.17,0.13,2.98,0.22,19,0.08,0.18
2020,apple,0.0,0.0,0.0,Punjab,20.47,7.72,13.34,0.14,19.0,0.09,10.82,0.06,1.93,0.06,26,0.11,0.09
2021,apple,0.0,0.0,0.0,Punjab,18.59,5.52,11.44,0.06,11.9,0.05,11.81,0.11,1.94,0.07,24,0.1,0.07
2021,apple,0.0,0.0,0.0,Punjab,25.7,10.86,17.66,0.3,1.6,0.01,15.75,0.33,3.29,0.26,3,0.01,0.22
2021,apple,0.0,0.0,0.0,Punjab,30.26,16.38,22.85,0.5,28.1,0.13,19.05,0.51,4.83,0.48,19,0.08,0.4
2021,apple,0.0,0.0,0.0,Punjab,33.77,19.37,26.37,0.64,8.9,0.04,21.46,0.65,6.16,0.67,20,0.08,0.5
2021,apple,0.0,0.0,0.0,Punjab,38.43,25.05,31.69,0.84,2.4,0.01,22.26,0.69,6.97,0.79,9,0.04,0.58
2021,apple,0.0,0.0,0.0,Punjab,38.95,27.53,33.09,0.9,39.2,0.18,22.09,0.68,6.55,0.73,16,0.07,0.62
2021,apple,0.0,0.0,0.0,Punjab,37.91,29.07,33.3,0.91,60.1,0.27,19.84,0.56,5.79,0.62,70,0.29,0.59
2021,apple,0.0,0.0,0.0,Punjab,38.27,28.7,33.32,0.91,20.7,0.09,20.92,0.62,5.92,0.64,31,0.13,0.57
2021,apple,0.0,0.0,0.0,Punjab,34.64,26.3,30.11,0.79,47.7,0.22,17.72,0.44,4.49,0.43,53,0.22,0.47
2021,apple,0.0,0.0,0.0,Punjab,32.91,20.43,26.12,0.64,5.5,0.03,16.07,0.35,4.29,0.4,12,0.05,0.36
2021,apple,0.0,0.0,0.0,Punjab,27.72,12.99,19.68,0.39,0.0,0.0,12.83,0.17,3.2,0.25,0,0.0,0.2
2021,apple,0.0,0.0,0.0,Punjab,21.4,7.49,13.78,0.15,3.2,0.01,11.04,0.07,2.13,0.09,8,0.03,0.08
2022,apple,0.0,0.0,0.0,Punjab,17.94,7.56,12.15,0.09,32.9,0.15,10.09,0.02,1.68,0.03,54,0.22,0.07
2022,apple,0.0,0.0,0.0,Punjab,22.32,9.28,15.25,0.21,22.1,0.1,15.19,0.3,2.94,0.21,27,0.11,0.2
2022,apple,0.0,0.0,0.0,Punjab,32.72,17.77,24.69,0.58,12.1,0.06,19.36,0.53,5.01,0.51,24,0.1,0.42
2022,apple,0.0,0.0,0.0,Punjab,40.92,23.78,32.21,0.86,0.1,0.0,23.31,0.75,7.75,0.9,1,0.0,0.63
2022,apple,0.0,0.0,0.0,Punjab,42.63,27.71,35.09,0.98,1.8,0.01,23.57,0.76,8.44,1.0,3,0.01,0.69
2022,apple,0.0,0.0,0.0,Punjab,40.78,27.94,34.3,0.94,73.9,0.34,21.36,0.64,6.97,0.79,39,0.16,0.68
2022,apple,0.0,0.0,0.0,Punjab,35.24,27.46,30.93,0.82,173.2,0.79,16.96,0.4,4.39,0.42,208,0.86,0.61
2022,apple,0.0,0.0,0.0,Punjab,34.75,26.71,30.49,0.8,67.2,0.31,19.23,0.52,4.77,0.47,91,0.37,0.52
2022,apple,0.0,0.0,0.0,Punjab,36.34,26.18,30.9,0.82,22.5,0.1,18.65,0.49,4.95,0.5,18,0.07,0.48
2022,apple,0.0,0.0,0.0,Punjab,33.41,20.06,26.08,0.64,0.0,0.0,16.44,0.37,4.45,0.43,0,0.0,0.36
2022,apple,0.0,0.0,0.0,Punjab,26.83,13.97,19.44,0.38,17.2,0.08,12.41,0.15,2.86,0.2,14,0.06,0.2
2022,apple,0.0,0.0,0.0,Punjab,21.53,8.74,14.34,0.18,7.4,0.03,10.57,0.04,1.98,0.07,10,0.04,0.08
2001,banana,5.93,15.8,66.6,Punjab,18.9,6.08,12.26,0.08,8.0,0.04,13.57,0.21,2.32,0.12,15,0.06,0.11
2001,banana,5.93,15.8,66.6,Punjab,23.7,9.05,16.19,0.23,4.3,0.02,17.55,0.43,3.63,0.31,9,0.04,0.25
2001,banana,5.93,15.8,66.6,Punjab,29.03,14.49,21.77,0.45,3.5,0.02,21.66,0.66,5.03,0.51,9,0.04,0.41
2001,banana,5.93,15.8,66.6,Punjab,34.33,20.14,27.34,0.67,19.8,0.09,23.32,0.75,6.22,0.68,31,0.13,0.55
2001,banana,5.93,15.8,66.6,Punjab,41.2,27.17,34.25,0.94,24.8,0.11,26.59,0.93,7.69,0.89,39,0.16,0.72
2001,banana,5.93,15.8,66.6,Punjab,37.13,27.73,32.38,0.87,104.3,0.47,22.9,0.73,6.09,0.66,102,0.42,0.68
2001,banana,5.93,15.8,66.6,Punjab,36.17,27.89,31.88,0.85,140.7,0.64,19.19,0.52,5.24,0.54,173,0.71,0.64
2001,banana,5.93,15.8,66.6,Punjab,38.45,28.98,33.64,0.92,27.8,0.13,21.19,0.63,6.12,0.67,61,0.25,0.59
2001,banana,5.93,15.8,66.6,Punjab,36.56,24.94,30.54,0.8,47.3,0.22,20.07,0.57,5.18,0.53,55,0.23,0.53
2001,banana,5.93,15.8,66.6,Punjab,33.66,20.83,27.11,0.66,5.6,0.03,17.95,0.45,4.48,0.43,4,0.02,0.39
2001,banana,5.93,15.8,66.6,Punjab,27.53,13.5,20.24,0.4,3.7,0.02,14.88,0.28,3.34,0.27,5,0.02,0.24
2001,banana,5.93,15.8,66.6,Punjab,22.48,9.87,15.85,0.23,2.0,0.01,12.62,0.16,2.41,0.13,5,0.02,0.13
2002,banana,5.44,14.7,67.6,Punjab,20.38,7.27,13.53,0.13,0.5,0.0,14.03,0.24,2.47,0.14,2,0.01,0.13
2002,banana,5.44,14.7,67.6,Punjab,21.71,8.76,14.96,0.19,19.4,0.09,16.12,0.35,3.1,0.23,45,0.19,0.22
2002,banana,5.44,14.7,67.6,Punjab,29.15,14.84,22.08,0.46,19.7,0.09,20.67,0.6,4.9,0.49,48,0.2,0.41
2002,banana,5.44,14.7,67.6,Punjab,36.51,21.36,29.1,0.73,1.7,0.01,24.87,0.84,7.04,0.8,3,0.01,0.6
2002,banana,5.44,14.7,67.6,Punjab,41.81,26.44,34.43,0.94,19.1,0.09,26.8,0.94,8.09,0.95,25,0.1,0.73
2002,banana,5.44,14.7,67.6,Punjab,40.31,28.91,34.59,0.95,50.9,0.23,25.91,0.89,7.3,0.84,38,0.16,0.73
2002,banana,5.44,14.7,67.6,Punjab,39.88,30.12,35.1,0.97,23.5,0.11,24.84,0.84,7.23,0.83,32,0.13,0.69
2002,banana,5.44,14.7,67.6,Punjab,38.88,29.29,33.83,0.93,48.8,0.22,21.25,0.64,6.15,0.67,72,0.3,0.62
2002,banana,5.44,14.7,67.6,Punjab,33.4,23.89,28.57,0.72,74.0,0.34,18.68,0.49,4.42,0.42,69,0.28,0.49
2002,banana,5.44,14.7,67.6,Punjab,32.93,20.35,26.42,0.64,6.3,0.03,17.73,0.44,4.39,0.42,15,0.06,0.38
2002,banana,5.44,14.7,67.6,Punjab,27.16,14.46,20.41,0.41,5.7,0.03,14.05,0.24,3.07,0.23,16,0.07,0.23
2002,banana,5.44,14.7,67.6,Punjab,21.89,9.55,15.23,0.21,27.9,0.13,12.11,0.13,2.41,0.13,37,0.15,0.15
2003,banana,4.94,12.9,65.25,Punjab,18.54,6.54,12.15,0.08,7.8,0.04,12.55,0.15,2.01,0.08,25,0.1,0.09
2003,banana,4.94,12.9,65.25,Punjab,21.4,9.83,15.31,0.2,55.3,0.25,15.11,0.3,2.71,0.18,64,0.26,0.23
2003,banana,4.94,12.9,65.25,Punjab,26.75,13.47,19.93,0.38,22.9,0.1,20.38,0.59,4.32,0.41,27,0.11,0.37
2003,banana,4.94,12.9,65.25,Punjab,36.31,20.52,28.49,0.71,6.9,0.03,24.72,0.83,6.97,0.79,12,0.05,0.59
2003,banana,4.94,12.9,65.25,Punjab,39.65,24.06,32.3,0.85,3.1,0.01,27.81,1.0,8.14,0.96,10,0.04,0.7
2003,banana,4.94,12.9,65.25,Punjab,41.99,29.42,35.85,1.0,20.8,0.09,26.15,0.91,7.73,0.9,25,0.1,0.72
2003,banana,4.94,12.9,65.25,Punjab,35.63,27.87,31.72,0.84,126.7,0.58,20.21,0.58,5.15,0.53,150,0.62,0.63
2003,banana,4.94,12.9,65.25,Punjab,36.56,27.58,31.85,0.85,68.1,0.31,20.1,0.57,5.11,0.52,126,0.52,0.56
2003,banana,4.94,12.9,65.25,Punjab,36.5,26.18,31.08,0.82,52.1,0.24,19.11,0.52,4.92,0.49,60,0.25,0.52
2003,banana,4.94,12.9,65.25,Punjab,33.66,19.28,26.45,0.63,0.7,0.0,18.5,0.48,4.69,0.46,3,0.01,0.39
2003,banana,4.94,12.9,65.25,Punjab,25.91,12.11,18.62,0.34,14.1,0.06,14.64,0.27,3.24,0.25,22,0.09,0.23
2003,banana,4.94,12.9,65.25,Punjab,21.17,9.19,14.75,0.18,4.6,0.02,12.21,0.13,2.21,0.1,10,0.04,0.11
2004,banana,4.7,12.4,66.03,Punjab,18.45,7.96,12.88,0.11,34.7,0.16,11.21,0.08,1.94,0.07,61,0.25,0.1
2004,banana,4.7,12.4,66.03,Punjab,23.71,10.06,16.59,0.25,7.0,0.03,17.26,0.41,3.3,0.26,9,0.04,0.24
2004,banana,4.7,12.4,66.03,Punjab,32.3,16.97,24.65,0.56,0.2,0.0,22.14,0.69,5.29,0.55,1,0.0,0.45
2004,banana,4.7,12.4,66.03,Punjab,36.91,21.91,29.44,0.75,18.6,0.08,24.29,0.8,6.98,0.79,28,0.12,0.6
2004,banana,4.7,12.4,66.03,Punjab,40.62,25.17,33.28,0.89,12.9,0.06,27.14,0.96,8.03,0.94,18,0.07,0.71
2004,banana,4.7,12.4,66.03,Punjab,39.75,28.47,34.2,0.94,11.5,0.05,25.8,0.89,7.31,0.84,21,0.09,0.68
2004,banana,4.7,12.4,66.03,Punjab,39.22,29.57,34.44,0.95,33.5,0.15,24.08,0.79,6.65,0.74,39,0.16,0.66
2004,banana,4.7,12.4,66.03,Punjab,35.85,27.37,31.48,0.84,90.1,0.41,19.91,0.56,4.95,0.5,118,0.49,0.58
2004,banana,4.7,12.4,66.03,Punjab,36.94,25.97,31.34,0.83,21.1,0.1,20.46,0.59,5.53,0.58,25,0.1,0.52
2004,banana,4.7,12.4,66.03,Punjab,30.68,18.65,24.33,0.56,27.1,0.12,17.1,0.41,4.15,0.38,32,0.13,0.37
2004,banana,4.7,12.4,66.03,Punjab,27.56,14.83,20.89,0.42,9.1,0.04,14.06,0.24,3.03,0.22,13,0.05,0.23
2004,banana,4.7,12.4,66.03,Punjab,22.01,9.09,15.08,0.2,44.3,0.2,12.24,0.14,2.37,0.13,23,0.09,0.17
2005,banana,4.2,11.4,67.84,Punjab,17.34,6.06,11.37,0.05,17.8,0.08,12.55,0.15,2.07,0.08,40,0.16,0.09
2005,banana,4.2,11.4,67.84,Punjab,18.45,8.53,13.31,0.12,59.3,0.27,13.21,0.19,2.25,0.11,107,0.44,0.17
2005,banana,4.2,11.4,67.84,Punjab,25.94,14.26,19.94,0.38,55.4,0.25,18.62,0.49,3.68,0.32,81,0.33,0.36
2005,banana,4.2,11.4,67.84,Punjab,33.73,18.45,26.41,0.62,12.3,0.06,25.29,0.86,6.56,0.73,17,0.07,0.57
2005,banana,4.2,11.4,67.84,Punjab,36.97,23.08,30.15,0.78,24.7,0.11,25.54,0.87,7.11,0.81,35,0.14,0.64
2005,banana,4.2,11.4,67.84,Punjab,41.74,29.03,35.74,0.99,13.1,0.06,26.0,0.9,7.8,0.91,22,0.09,0.72
2005,banana,4.2,11.4,67.84,Punjab,35.26,27.48,31.29,0.83,124.6,0.57,19.95,0.56,4.91,0.49,165,0.68,0.61
2005,banana,4.2,11.4,67.84,Punjab,38.29,28.93,33.45,0.91,57.5,0.26,21.04,0.62,5.78,0.62,81,0.33,0.6
2005,banana,4.2,11.4,67.84,Punjab,35.8,25.92,30.61,0.8,48.0,0.22,19.1,0.52,5.01,0.51,73,0.3,0.51
2005,banana,4.2,11.4,67.84,Punjab,33.81,19.89,26.67,0.65,4.1,0.02,18.12,0.46,4.86,0.49,7,0.03,0.4
2005,banana,4.2,11.4,67.84,Punjab,26.96,13.55,19.85,0.38,1.2,0.01,14.57,0.27,3.33,0.27,3,0.01,0.23
2005,banana,4.2,11.4,67.84,Punjab,21.46,6.86,13.66,0.14,4.9,0.02,13.19,0.19,2.55,0.15,11,0.05,0.12
2006,banana,3.95,10.4,65.76,Punjab,19.57,6.77,12.7,0.11,7.1,0.03,13.27,0.19,2.42,0.14,26,0.11,0.12
2006,banana,3.95,10.4,65.76,Punjab,26.48,13.0,19.5,0.37,16.4,0.07,15.9,0.34,3.35,0.27,14,0.06,0.26
2006,banana,3.95,10.4,65.76,Punjab,26.35,14.4,20.26,0.39,57.5,0.26,19.05,0.51,3.99,0.36,70,0.29,0.38
2006,banana,3.95,10.4,65.76,Punjab,35.84,20.55,28.52,0.71,1.8,0.01,24.95,0.84,6.94,0.78,6,0.02,0.58
2006,banana,3.95,10.4,65.76,Punjab,41.64,27.81,34.99,0.96,10.5,0.05,26.43,0.92,7.51,0.87,23,0.09,0.7
2006,banana,3.95,10.4,65.76,Punjab,38.94,27.2,33.29,0.9,43.6,0.2,25.86,0.89,7.08,0.8,36,0.15,0.7
2006,banana,3.95,10.4,65.76,Punjab,36.72,28.65,32.6,0.88,113.6,0.52,21.4,0.64,5.68,0.6,112,0.46,0.66
2006,banana,3.95,10.4,65.76,Punjab,35.04,27.46,31.01,0.82,116.5,0.53,19.31,0.53,4.79,0.48,129,0.53,0.59
2006,banana,3.95,10.4,65.76,Punjab,35.72,25.72,30.53,0.8,39.7,0.18,19.34,0.53,4.98,0.5,49,0.2,0.5
2006,banana,3.95,10.4,65.76,Punjab,32.64,21.5,27.02,0.66,18.0,0.08,16.83,0.39,4.06,0.37,11,0.05,0.38
2006,banana,3.95,10.4,65.76,Punjab,25.7,14.9,19.87,0.39,41.2,0.19,13.31,0.2,2.72,0.18,32,0.13,0.24
2006,banana,3.95,10.4,65.76,Punjab,20.11,8.52,13.76,0.15,33.3,0.15,11.86,0.12,2.1,0.09,44,0.18,0.13
2007,banana,3.71,9.9,66.77,Punjab,20.43,6.27,12.98,0.11,0.0,0.0,14.15,0.24,2.61,0.16,0,0.0,0.13
2007,banana,3.71,9.9,66.77,Punjab,20.98,10.42,15.4,0.21,98.7,0.45,13.93,0.23,2.46,0.14,99,0.41,0.26
2007,banana,3.71,9.9,66.77,Punjab,25.71,13.53,19.62,0.37,43.1,0.2,19.59,0.54,3.9,0.35,66,0.27,0.36
2007,banana,3.71,9.9,66.77,Punjab,37.75,21.35,29.87,0.76,7.8,0.04,25.2,0.86,6.73,0.75,12,0.05,0.6
2007,banana,3.71,9.9,66.77,Punjab,39.73,25.66,32.92,0.88,13.2,0.06,26.5,0.93,7.51,0.87,24,0.1,0.68
2007,banana,3.71,9.9,66.77,Punjab,38.68,28.63,33.69,0.92,91.8,0.42,23.61,0.77,6.47,0.72,81,0.33,0.71
2007,banana,3.71,9.9,66.77,Punjab,36.24,28.03,32.1,0.86,114.5,0.52,21.58,0.65,5.3,0.55,146,0.6,0.64
2007,banana,3.71,9.9,66.77,Punjab,37.18,28.7,32.8,0.89,61.5,0.28,20.36,0.59,5.37,0.56,92,0.38,0.58
2007,banana,3.71,9.9,66.77,Punjab,36.06,26.29,30.91,0.82,35.9,0.16,19.19,0.52,4.82,0.48,57,0.23,0.5
2007,banana,3.71,9.9,66.77,Punjab,33.37,18.44,25.71,0.61,0.0,0.0,18.58,0.49,4.51,0.44,0,0.0,0.38
2007,banana,3.71,9.9,66.77,Punjab,27.94,15.0,21.15,0.43,1.9,0.01,14.51,0.26,3.06,0.23,3,0.01,0.23
2007,banana,3.71,9.9,66.77,Punjab,21.05,8.1,14.05,0.16,8.9,0.04,12.45,0.15,2.34,0.12,18,0.07,0.12
2008,banana,3.46,9.5,68.65,Punjab,17.55,5.69,11.19,0.04,28.0,0.13,12.61,0.16,2.25,0.11,50,0.21,0.11
2008,banana,3.46,9.5,68.65,Punjab,21.58,7.61,14.47,0.17,17.8,0.08,16.6,0.38,3.22,0.25,39,0.16,0.22
2008,banana,3.46,9.5,68.65,Punjab,31.57,16.16,23.88,0.53,3.7,0.02,21.6,0.66,5.15,0.53,9,0.04,0.44
2008,banana,3.46,9.5,68.65,Punjab,32.4,18.86,25.76,0.6,60.1,0.27,23.7,0.77,5.6,0.59,62,0.26,0.56
2008,banana,3.46,9.5,68.65,Punjab,38.3,24.29,31.42,0.83,43.7,0.2,25.89,0.89,6.97,0.79,46,0.19,0.68
2008,banana,3.46,9.5,68.65,Punjab,37.48,28.17,32.91,0.89,97.2,0.44,22.59,0.71,6.03,0.65,92,0.38,0.67
2008,banana,3.46,9.5,68.65,Punjab,38.15,29.26,33.54,0.92,56.9,0.26,21.5,0.65,5.89,0.63,80,0.33,0.62
2008,banana,3.46,9.5,68.65,Punjab,35.15,27.05,30.88,0.81,151.3,0.69,19.75,0.55,4.88,0.49,132,0.54,0.64
2008,banana,3.46,9.5,68.65,Punjab,35.05,24.8,29.84,0.77,64.1,0.29,19.42,0.53,4.74,0.47,42,0.17,0.52
2008,banana,3.46,9.5,68.65,Punjab,33.85,21.72,27.59,0.68,2.4,0.01,17.5,0.43,4.4,0.42,5,0.02,0.38
2008,banana,3.46,9.5,68.65,Punjab,28.03,13.66,20.59,0.41,0.2,0.0,14.77,0.28,3.34,0.27,1,0.0,0.24
2008,banana,3.46,9.5,68.65,Punjab,22.52,9.91,15.65,0.22,24.8,0.11,12.1,0.13,2.29,0.12,47,0.19,0.14
2009,banana,3.46,9.4,67.93,Punjab,20.49,8.17,13.88,0.15,17.5,0.08,13.11,0.18,2.33,0.12,34,0.14,0.13
2009,banana,3.46,9.4,67.93,Punjab,23.81,10.61,16.92,0.27,10.4,0.05,16.4,0.37,3.18,0.24,15,0.06,0.23
2009,banana,3.46,9.4,67.93,Punjab,28.93,15.59,22.2,0.47,7.6,0.03,20.3,0.58,4.6,0.45,25,0.1,0.38
2009,banana,3.46,9.4,67.93,Punjab,34.01,19.22,26.76,0.64,37.0,0.17,24.61,0.82,6.25,0.69,37,0.15,0.58
2009,banana,3.46,9.4,67.93,Punjab,40.07,25.39,32.97,0.88,9.8,0.04,26.61,0.93,7.46,0.86,22,0.09,0.68
2009,banana,3.46,9.4,67.93,Punjab,40.68,27.21,34.18,0.93,13.3,0.06,26.47,0.93,7.6,0.88,20,0.08,0.7
2009,banana,3.46,9.4,67.93,Punjab,38.16,29.03,33.6,0.92,64.4,0.29,23.07,0.74,6.19,0.68,66,0.27,0.66
2009,banana,3.46,9.4,67.93,Punjab,37.13,28.97,32.88,0.89,85.0,0.39,20.64,0.6,5.71,0.61,81,0.33,0.62
2009,banana,3.46,9.4,67.93,Punjab,35.92,25.11,30.44,0.79,32.6,0.15,20.49,0.59,4.99,0.5,25,0.1,0.51
2009,banana,3.46,9.4,67.93,Punjab,32.79,19.03,25.76,0.61,8.7,0.04,18.1,0.46,4.35,0.41,9,0.04,0.38
2009,banana,3.46,9.4,67.93,Punjab,26.32,13.07,19.25,0.36,2.6,0.01,14.38,0.25,3.05,0.23,9,0.04,0.21
2009,banana,3.46,9.4,67.93,Punjab,22.37,8.71,15.0,0.2,0.2,0.0,12.17,0.13,2.41,0.13,1,0.0,0.12
2010,banana,2.97,10.3,86.84,Punjab,20.46,7.62,13.5,0.14,2.0,0.01,12.88,0.17,2.16,0.1,9,0.04,0.1
2010,banana,2.97,10.3,86.84,Punjab,23.68,10.33,16.79,0.26,6.1,0.03,16.41,0.37,3.24,0.25,11,0.05,0.23
2010,banana,2.97,10.3,86.84,Punjab,31.82,17.57,24.59,0.56,9.3,0.04,21.22,0.63,4.91,0.49,16,0.07,0.43
2010,banana,2.97,10.3,86.84,Punjab,38.16,22.48,30.53,0.79,6.1,0.03,24.27,0.8,7.06,0.8,15,0.06,0.6
2010,banana,2.97,10.3,86.84,Punjab,40.56,26.1,33.55,0.91,8.1,0.04,26.43,0.92,7.72,0.9,14,0.06,0.69
2010,banana,2.97,10.3,86.84,Punjab,39.67,27.81,33.79,0.92,35.2,0.16,24.91,0.84,6.97,0.79,50,0.21,0.68
